ticker,sentiment,sentiment_reasoning,news_id,source_ticker,time
CHTR,positive,"Charter Communications is listed as a key sponsor of the event, indicating their involvement and support for the hospitality industry.",c07b51dad3c426e0af44b4bf88b0b67d93b1a74d55e4483b91f58da46f8833e9,ORCL,2024-10-21 15:00:00
CHH,positive,"Choice Hotels International is listed as a key sponsor of the event, indicating their involvement and support for the hospitality industry.",c07b51dad3c426e0af44b4bf88b0b67d93b1a74d55e4483b91f58da46f8833e9,ORCL,2024-10-21 15:00:00
ECL,positive,"Ecolab is listed as a key sponsor of the event, indicating their involvement and support for the hospitality industry.",c07b51dad3c426e0af44b4bf88b0b67d93b1a74d55e4483b91f58da46f8833e9,ORCL,2024-10-21 15:00:00
WBD,positive,"HBO is listed as a key sponsor of the event, indicating their involvement and support for the hospitality industry.",c07b51dad3c426e0af44b4bf88b0b67d93b1a74d55e4483b91f58da46f8833e9,ORCL,2024-10-21 15:00:00
HLT,positive,"Hilton is listed as a key sponsor of the event, indicating their involvement and support for the hospitality industry.",c07b51dad3c426e0af44b4bf88b0b67d93b1a74d55e4483b91f58da46f8833e9,ORCL,2024-10-21 15:00:00
H,positive,"Hyatt Hotels International is listed as a key sponsor of the event, indicating their involvement and support for the hospitality industry.",c07b51dad3c426e0af44b4bf88b0b67d93b1a74d55e4483b91f58da46f8833e9,ORCL,2024-10-21 15:00:00
IHG,positive,"IHG is listed as a key sponsor of the event, indicating their involvement and support for the hospitality industry.",c07b51dad3c426e0af44b4bf88b0b67d93b1a74d55e4483b91f58da46f8833e9,ORCL,2024-10-21 15:00:00
MAR,positive,"Marriott International is listed as a key sponsor of the event, indicating their involvement and support for the hospitality industry.",c07b51dad3c426e0af44b4bf88b0b67d93b1a74d55e4483b91f58da46f8833e9,ORCL,2024-10-21 15:00:00
ORCL,positive,"Oracle Hospitality is listed as a key sponsor of the event, indicating their involvement and support for the hospitality industry.",c07b51dad3c426e0af44b4bf88b0b67d93b1a74d55e4483b91f58da46f8833e9,ORCL,2024-10-21 15:00:00
SABR,positive,"Sabre is listed as a key sponsor of the event, indicating their involvement and support for the hospitality industry.",c07b51dad3c426e0af44b4bf88b0b67d93b1a74d55e4483b91f58da46f8833e9,ORCL,2024-10-21 15:00:00
PARA,positive,"Showtime is listed as a key sponsor of the event, indicating their involvement and support for the hospitality industry.",c07b51dad3c426e0af44b4bf88b0b67d93b1a74d55e4483b91f58da46f8833e9,ORCL,2024-10-21 15:00:00
PARAA,positive,"Showtime is listed as a key sponsor of the event, indicating their involvement and support for the hospitality industry.",c07b51dad3c426e0af44b4bf88b0b67d93b1a74d55e4483b91f58da46f8833e9,ORCL,2024-10-21 15:00:00
SYY,positive,"Sysco is listed as a key sponsor of the event, indicating their involvement and support for the hospitality industry.",c07b51dad3c426e0af44b4bf88b0b67d93b1a74d55e4483b91f58da46f8833e9,ORCL,2024-10-21 15:00:00
WH,positive,"Wyndham Hotels and Resorts is listed as a key sponsor of the event, indicating their involvement and support for the hospitality industry.",c07b51dad3c426e0af44b4bf88b0b67d93b1a74d55e4483b91f58da46f8833e9,ORCL,2024-10-21 15:00:00
CRM,positive,"Salesforce is mentioned as a major participant in the iPaaS market, suggesting its involvement and potential to benefit from the market's growth.",9ecf394750d5248bc9ebe342f76aa6f8eb7b94452ae5a61553b9cafdc3003db9,ORCL,2024-10-21 06:44:00
INFA,positive,"Informatica is mentioned as a major participant in the iPaaS market, indicating its prominence and potential to capitalize on the market's expansion.",9ecf394750d5248bc9ebe342f76aa6f8eb7b94452ae5a61553b9cafdc3003db9,ORCL,2024-10-21 06:44:00
MSFT,positive,"Microsoft is mentioned as a major participant in the iPaaS market, suggesting its strong presence and ability to drive the market's growth.",9ecf394750d5248bc9ebe342f76aa6f8eb7b94452ae5a61553b9cafdc3003db9,ORCL,2024-10-21 06:44:00
ORCL,positive,"Oracle is mentioned as a major participant in the iPaaS market, indicating its involvement and potential to benefit from the market's expansion.",9ecf394750d5248bc9ebe342f76aa6f8eb7b94452ae5a61553b9cafdc3003db9,ORCL,2024-10-21 06:44:00
IBM,positive,"IBM is mentioned as a major participant in the iPaaS market, suggesting its prominent role and ability to capitalize on the market's growth.",9ecf394750d5248bc9ebe342f76aa6f8eb7b94452ae5a61553b9cafdc3003db9,ORCL,2024-10-21 06:44:00
PLTR,positive,"The article highlights Palantir's strong growth in its commercial business, driven by the adoption of its AIP platform. It notes that Palantir's remaining deal value and net retention rate have increased, indicating healthy revenue growth potential.",849dd6b59e0c5d793189a653f0500f5818c85ef6e146156c54f4f3adb3422507,ORCL,2024-10-19 07:50:00
ORCL,positive,"The article suggests that Oracle's cloud infrastructure business is benefiting from the growing demand for AI-related services, with its infrastructure cloud services business attaining a significant annualized revenue run rate. The article also notes that Oracle's remaining performance obligations have grown faster than its revenue, indicating stronger future growth.",849dd6b59e0c5d793189a653f0500f5818c85ef6e146156c54f4f3adb3422507,ORCL,2024-10-19 07:50:00
ORCL,positive,"Oracle is mentioned as one of the prominent players in the cloud ERP market, indicating its strong position in the industry.",04ccdab743d7b672f74045992ffd88315148345a7870a34e3ec1bd731b904d7b,ORCL,2024-10-18 13:00:00
MSFT,positive,"Microsoft is mentioned as one of the prominent players in the cloud ERP market, indicating its strong position in the industry.",04ccdab743d7b672f74045992ffd88315148345a7870a34e3ec1bd731b904d7b,ORCL,2024-10-18 13:00:00
SAP,positive,"SAP is mentioned as one of the prominent players in the cloud ERP market, indicating its strong position in the industry.",04ccdab743d7b672f74045992ffd88315148345a7870a34e3ec1bd731b904d7b,ORCL,2024-10-18 13:00:00
WDAY,positive,"Workday is mentioned as one of the prominent players in the cloud ERP market, indicating its strong position in the industry.",04ccdab743d7b672f74045992ffd88315148345a7870a34e3ec1bd731b904d7b,ORCL,2024-10-18 13:00:00
IFSH,positive,"IFS is mentioned as one of the prominent players in the cloud ERP market, indicating its strong position in the industry.",04ccdab743d7b672f74045992ffd88315148345a7870a34e3ec1bd731b904d7b,ORCL,2024-10-18 13:00:00
SGPYY,positive,"Sage Group is mentioned as one of the prominent players in the cloud ERP market, indicating its strong position in the industry.",04ccdab743d7b672f74045992ffd88315148345a7870a34e3ec1bd731b904d7b,ORCL,2024-10-18 13:00:00
AAPL,positive,"Apple is expected to add AI features to its products, which could drive a historic upgrade cycle.",1f01e6bee0f7832fe38ffdb52aeca150fe1dd56638da971e09cc19c33c61a115,ORCL,2024-10-18 08:12:00
MSFT,positive,Microsoft is a leader in cloud services and generative AI through its partnership with OpenAI.,1f01e6bee0f7832fe38ffdb52aeca150fe1dd56638da971e09cc19c33c61a115,ORCL,2024-10-18 08:12:00
NVDA,positive,"Nvidia is the market leader in data center GPUs, which are crucial for AI workloads.",1f01e6bee0f7832fe38ffdb52aeca150fe1dd56638da971e09cc19c33c61a115,ORCL,2024-10-18 08:12:00
AVGO,positive,"Broadcom is the market leader in networking chips and custom silicon, which will see strong demand as businesses build out their AI infrastructure.",1f01e6bee0f7832fe38ffdb52aeca150fe1dd56638da971e09cc19c33c61a115,ORCL,2024-10-18 08:12:00
ORCL,positive,Oracle is building a data center to train one of the world's largest AI models.,1f01e6bee0f7832fe38ffdb52aeca150fe1dd56638da971e09cc19c33c61a115,ORCL,2024-10-18 08:12:00
VGT,positive,The Vanguard Information Technology ETF has outperformed the S&P 500 over the last decade and provides exposure to AI-related stocks.,1f01e6bee0f7832fe38ffdb52aeca150fe1dd56638da971e09cc19c33c61a115,ORCL,2024-10-18 08:12:00
VGT,positive,"The ETF has delivered strong returns, turning $10,000 into over $28,000 in just five years, driven by the rapid adoption of artificial intelligence and the performance of its top holdings.",5dc78230c1f9f49bee92050b2e2fcac7158b2bf1581a988b92e7ad663bfe98f2,ORCL,2024-10-17 08:52:00
AAPL,positive,"Apple's stock price has nearly quadrupled over the last five years, largely due to excitement over the company's new generative AI capabilities.",5dc78230c1f9f49bee92050b2e2fcac7158b2bf1581a988b92e7ad663bfe98f2,ORCL,2024-10-17 08:52:00
MSFT,positive,"Microsoft's stock has roughly tripled in the last five years, thanks to the AI tailwind.",5dc78230c1f9f49bee92050b2e2fcac7158b2bf1581a988b92e7ad663bfe98f2,ORCL,2024-10-17 08:52:00
NVDA,positive,Nvidia's share price has skyrocketed more than 28 times over the last five years as customers bought the company's graphics processing units (GPUs) to power AI models.,5dc78230c1f9f49bee92050b2e2fcac7158b2bf1581a988b92e7ad663bfe98f2,ORCL,2024-10-17 08:52:00
AVGO,positive,Broadcom stock has soared over 520% in the last five years as the company has emerged as a leader in AI infrastructure.,5dc78230c1f9f49bee92050b2e2fcac7158b2bf1581a988b92e7ad663bfe98f2,ORCL,2024-10-17 08:52:00
ORCL,positive,"Oracle's stock has roughly tripled in the last five years, thanks to the AI tailwind.",5dc78230c1f9f49bee92050b2e2fcac7158b2bf1581a988b92e7ad663bfe98f2,ORCL,2024-10-17 08:52:00
NVDA,positive,"Nvidia's stock has surged over 20% in the past 5 weeks due to strong demand for its new Blackwell AI chip, and Wall Street analysts remain bullish on the stock, citing the company's continued dominance in the AI chip market and the long-term potential of the AI revolution.",2aa12a1bc8ee75909858e23689d3d50542a178edb5126eba0c40d9930b539736,ORCL,2024-10-17 08:52:00
GOOG,positive,"Alphabet is among the customers that have announced plans to use Nvidia's new Blackwell architecture, indicating the strong demand for Nvidia's products.",2aa12a1bc8ee75909858e23689d3d50542a178edb5126eba0c40d9930b539736,ORCL,2024-10-17 08:52:00
GOOGL,positive,"Alphabet is among the customers that have announced plans to use Nvidia's new Blackwell architecture, indicating the strong demand for Nvidia's products.",2aa12a1bc8ee75909858e23689d3d50542a178edb5126eba0c40d9930b539736,ORCL,2024-10-17 08:52:00
AMZN,positive,"Amazon is among the customers that have announced plans to use Nvidia's new Blackwell architecture, indicating the strong demand for Nvidia's products.",2aa12a1bc8ee75909858e23689d3d50542a178edb5126eba0c40d9930b539736,ORCL,2024-10-17 08:52:00
META,positive,"Meta Platforms is among the customers that have announced plans to use Nvidia's new Blackwell architecture, indicating the strong demand for Nvidia's products.",2aa12a1bc8ee75909858e23689d3d50542a178edb5126eba0c40d9930b539736,ORCL,2024-10-17 08:52:00
MSFT,positive,"Microsoft is among the customers that have announced plans to use Nvidia's new Blackwell architecture, indicating the strong demand for Nvidia's products.",2aa12a1bc8ee75909858e23689d3d50542a178edb5126eba0c40d9930b539736,ORCL,2024-10-17 08:52:00
ORCL,positive,"Oracle is among the customers that have announced plans to use Nvidia's new Blackwell architecture, indicating the strong demand for Nvidia's products.",2aa12a1bc8ee75909858e23689d3d50542a178edb5126eba0c40d9930b539736,ORCL,2024-10-17 08:52:00
BABA,positive,Alibaba offers a portfolio of cloud-based AI services and can expose investors to the global adoption of AI.,0169c8de04c1b717954228525c7e15eac7fe4ebff5380e3ba0a3b2c34a4d4053,ORCL,2024-10-17 08:47:00
ORCL,positive,Oracle has built powerful and cost-efficient AI data centers that are in high demand from top AI startups.,0169c8de04c1b717954228525c7e15eac7fe4ebff5380e3ba0a3b2c34a4d4053,ORCL,2024-10-17 08:47:00
META,positive,"Meta developed Llama, the world's most popular open-source large language model, which the company is using to build new AI features for Facebook and Instagram.",0169c8de04c1b717954228525c7e15eac7fe4ebff5380e3ba0a3b2c34a4d4053,ORCL,2024-10-17 08:47:00
CRM,positive,Salesforce is focused on the software side of the AI industry.,0169c8de04c1b717954228525c7e15eac7fe4ebff5380e3ba0a3b2c34a4d4053,ORCL,2024-10-17 08:47:00
NFLX,positive,"Netflix uses AI to power its recommendation engine, ensuring subscribers see the most relevant content.",0169c8de04c1b717954228525c7e15eac7fe4ebff5380e3ba0a3b2c34a4d4053,ORCL,2024-10-17 08:47:00
AIQ,positive,"The ETF provides a diversified exposure to the AI industry, including hardware, software, and cloud service providers, which can be a safer way to invest in the AI sector compared to individual stocks.",0169c8de04c1b717954228525c7e15eac7fe4ebff5380e3ba0a3b2c34a4d4053,ORCL,2024-10-17 08:47:00
IBM,positive,"IBM is bringing complete Jakarta EE compatibility and production support, along with MicroProfile, making it ideal for cloud native applications.",2c67a707d513fda095c42216dc70e727555effa15bd00963ea70397c4bab114d,ORCL,2024-10-15 10:00:00
MSFT,positive,Microsoft is proud to play a key role in the upcoming Jakarta EE 11 release alongside partners.,2c67a707d513fda095c42216dc70e727555effa15bd00963ea70397c4bab114d,ORCL,2024-10-15 10:00:00
ORCL,positive,"Oracle's investments in WebLogic Server, Helidon, Coherence, Java and AI are aligned with the trends shown in the survey, including growing adoption of Jakarta EE and MicroProfile technologies.",2c67a707d513fda095c42216dc70e727555effa15bd00963ea70397c4bab114d,ORCL,2024-10-15 10:00:00
ORCL,positive,"Oracle's cloud computing business has seen strong growth, with its Oracle Cloud Infrastructure (OCI) generating $2.2 billion in revenue in the first quarter of fiscal 2025, a 45% increase from the prior year. The company's data centers and networking technology are attracting AI developers, and it has a large backlog of orders, indicating continued momentum.",ef9b4c3b08afce7ae30a97080f5e552f843eae3a3dba92017756e6cd13fddb87,ORCL,2024-10-15 08:51:00
SE,positive,"Sea Limited's consumer-centric businesses in e-commerce, digital entertainment, and digital financial services have seen strong growth, with its e-commerce platform Shopee processing 2.5 billion orders in the second quarter of 2024, a 40% increase from the same period last year. The company is also focusing on improving its logistics network and is well-positioned to benefit from falling interest rates and increased consumer spending.",ef9b4c3b08afce7ae30a97080f5e552f843eae3a3dba92017756e6cd13fddb87,ORCL,2024-10-15 08:51:00
ADSK,positive,"Autodesk is mentioned as a major participant in the IoT in construction market, indicating its involvement and potential to benefit from the market growth.",98939349b86936f0ca45bcc2630ea5d2c1a95d2d6714bba133850f123ceb6b56,ORCL,2024-10-15 08:00:00
CAT,positive,"Caterpillar is mentioned as a major participant in the IoT in construction market, indicating its involvement and potential to benefit from the market growth.",98939349b86936f0ca45bcc2630ea5d2c1a95d2d6714bba133850f123ceb6b56,ORCL,2024-10-15 08:00:00
HXGBY,positive,"Hexagon AB is mentioned as a major participant in the IoT in construction market, indicating its involvement and potential to benefit from the market growth.",98939349b86936f0ca45bcc2630ea5d2c1a95d2d6714bba133850f123ceb6b56,ORCL,2024-10-15 08:00:00
ORCL,positive,"Oracle is mentioned as a major participant in the IoT in construction market, indicating its involvement and potential to benefit from the market growth.",98939349b86936f0ca45bcc2630ea5d2c1a95d2d6714bba133850f123ceb6b56,ORCL,2024-10-15 08:00:00
ORCL,positive,"Oracle has launched a new cloud-based solution to address the pain points in medical claims processing, which is expected to benefit both healthcare providers and payers.",85ead28d46d717494105caef85dc38e1656e998b6bcf48e0d7caa2929f3518ad,ORCL,2024-10-14 16:44:10
IGV,neutral,"The article mentions that investors can gain exposure to Oracle through this ETF, but it does not provide any specific insights about the ETF itself.",85ead28d46d717494105caef85dc38e1656e998b6bcf48e0d7caa2929f3518ad,ORCL,2024-10-14 16:44:10
TRFK,neutral,"The article mentions that investors can gain exposure to Oracle through this ETF, but it does not provide any specific insights about the ETF itself.",85ead28d46d717494105caef85dc38e1656e998b6bcf48e0d7caa2929f3518ad,ORCL,2024-10-14 16:44:10
IBM,positive,"IBM is mentioned as a major player in the smart cities market, offering solutions like Intelligent Operations Center and Smart Grid, indicating its involvement in the growth of this market.",17f45f02edf82d5fda1b0509b0c981eadb3b94a90ef6d3c4a1f8080130384438,ORCL,2024-10-14 13:00:00
